Identifier,h_jkdz1,h_jkdz2,h_jkdz3,h_jkdz4,h_jkdz5,h_jkdz6,h_jkdz7,h_jkdz8,h_jkdz9,h_jkdz10,h_jkdz11,h_jkdz12,h_jkdz13,h_jkdz14,h_jkdz15,h_jkdz16,h_jkdz17,h_jkdz18,h_jkdz19,h_jkdz20,h_jkdz21,h_jkdz22,h_jkdz23,h_jkdz24,h_jkdz25,nc_jbdz11,nc_jbdz12,nc_jbdz13,nc_jbdz14,nc_jbdz15,nc_jbdz16,nc_jbdz17,nc_jbdz18,nc_jbdz19,nc_jbdz110,nc_jbdz111,nc_jbdz112,nc_jbdz113,nc_jbdz114,nc_jbdz115,nc_jbdz116,nc_jbdz117,nc_jbdz118,nc_jbdz119,nc_jbdz120,nc_jbdz121,nc_jbdz122,nc_jbdz123,nc_jbdz124,nc_jbdz125,ns_PT1,ns_PT2,ns_PT3,ns_PT4,ns_PT5,ns_PT6,ns_PT7,ns_PT8,ns_PT9,ns_PT10,ns_PT11,ns_PT12,ns_PT13,ns_PT14,ns_PT15,ns_PT16,ns_PT17,ns_PT18,ns_PT19,ns_PT20,ns_PT21,ns_PT22,ns_PT23,ns_PT24,ns_PT25,s_ZX1,s_ZX2,s_ZX3,s_ZX4,s_ZX5,s_ZX6,s_ZX7,s_ZX8,s_ZX9,s_ZX10,s_ZX11,s_ZX12,s_ZX13,s_ZX14,s_ZX15,s_ZX16,s_ZX17,s_ZX18,s_ZX19,s_ZX20,s_ZX21
C02642,875685.0,1008247.188,1804621.0,911865.8125,814433.8125,703647.875,609871.25,1497662.125,1254975.625,1116167.25,1316368.625,1125823.375,655327.125,1081923.625,784255.5625,810670.4375,1033065.375,1656942.125,1015698.313,1050474.25,1165488.625,1343746.0,778604.6875,1084940.0,1087412.375,994904.5,8075663.0,3400099.5,3442432.0,1338190.25,9453296.0,2782772.5,1208680.875,1254610.75,1382928.125,2353398.0,2507831.25,628766.4375,1342026.75,3936303.75,1659539.125,1543282.0,1346508.875,1721543.25,1053693.75,2574579.5,3206281.0,1250319.75,2693029.5,1163396.125,999767.8125,2223743.0,1055073.25,474696.9375,959592.9375,359265.75,904264.0625,1036633.438,4005370.5,1444598.75,1113051.0,1445844.875,1385340.5,1672800.875,1291895.375,1226931.125,554815.5625,1918806.0,1458098.0,1066521.5,968780.1875,1296551.375,1213667.375,1623569.5,1198705.375,1853264.0,8007851.0,2003589.625,1825254.75,904460.5625,4207502.5,1510000.875,777225.375,975118.25,1318828.375,972405.0625,2364431.25,1094561.5,2842751.75,2039945.5,3065753.0,1762503.75,801698.375,3234845.75,2377405.0,1242880.5
C02946,284487.4688,412252.6563,200002.0313,231738.9219,163861.0625,201304.5,205027.1094,343181.375,252011.7969,183718.6875,291900.2813,359121.75,,,,269468.4375,332597.4688,384121.7813,208561.9688,168034.7813,255362.875,227003.1406,344681.7813,209888.8438,271433.1875,,634652.5625,2078885.625,322014.7188,517519.875,342800.0938,,627120.8125,170258.9375,1034464.688,415134.5938,441515.0625,498939.8125,298301.9063,,193476.0,406177.7813,437059.3125,288499.9688,,345404.0625,1100107.0,272666.0938,166399.1406,,,209456.3906,230502.2656,,,,141659.6406,,220667.5156,,,,,201732.0625,201873.6563,,,,,165478.2344,,222144.7969,303742.2188,152935.0781,,,,267221.0,1722359.625,,,166329.8906,,195575.0156,,195456.7344,264973.5625,642704.0,149259.9688,263008.8125,,,395146.9688,1295442.375,233314.6719,205243.1875
C02370,919738.8125,763430.0625,773264.5625,781299.125,804883.5625,1276781.625,708430.375,855487.375,971955.5625,756093.4375,1063109.625,947681.125,1120341.625,1071800.625,752535.6875,1162841.875,1145391.625,926433.375,1996827.875,1548591.875,884686.1875,1062770.375,1553932.75,912098.0625,1120490.75,1332511.75,4342102.5,2914555.25,2133844.0,438371.5,2578339.5,1390637.25,2464211.5,1042039.5,3247591.75,2235437.0,1139648.75,2915978.25,1120038.75,1235241.375,1460893.25,3332399.25,2478191.5,2173571.0,1129853.625,1723535.625,1464975.25,2374733.0,2092162.5,1170419.25,1673939.375,2533645.0,1138911.875,1929413.25,1674700.375,1388039.25,1557618.75,2612673.5,1814320.25,1990695.75,2430197.0,1550406.625,2278515.0,2463574.5,2930556.0,1944716.25,1148128.625,1859779.375,2006874.75,1685491.5,1568632.5,1899927.5,2575723.5,1359715.125,1721465.0,2262242.25,2103505.75,2991016.5,3675295.25,1535276.875,2636843.75,1127076.0,2194428.75,1397946.0,1983351.75,2477683.25,1884516.25,1681151.5,2048615.875,1662925.375,2091766.875,1732407.875,1548739.875,1670992.875,1249143.0,1415355.75
C01035,6830689.5,7686442.0,5751692.0,5835497.0,9775200.0,6585908.5,7197600.5,8371804.0,9203833.0,9689386.0,5475628.5,10436924.0,6027029.0,7218989.0,9976227.0,5711918.0,8009250.0,8708758.0,9546239.0,5534947.5,6697723.0,8637540.0,12006586.0,12659120.0,7016944.0,6174806.0,16031354.0,6022259.0,13474192.0,7182921.0,11638978.0,10109427.0,9077180.0,6604539.5,6236941.0,11903977.0,5709846.5,10794501.0,5823087.5,6631930.0,6489502.5,13342474.0,6186648.0,3933372.75,6213411.0,11298276.0,6674790.5,6380357.5,8482274.0,11865105.0,6638653.0,10228855.0,5820459.0,2964707.5,7479459.5,894711.5,4892390.0,9337041.0,9689175.0,6589543.0,8337597.0,7820365.0,5383997.5,5677677.5,11989778.0,5300950.0,826952.75,13288892.0,7460985.5,7623895.5,9517050.0,7076743.0,13182033.0,8197358.5,5354190.0,8592662.0,6024278.0,5958760.0,45414920.0,3616598.5,13439690.0,4766217.0,7305182.0,14576128.0,7636883.5,9148104.0,5858240.0,9009779.0,7161533.5,6217237.5,5595925.5,4013333.75,2628916.75,7303779.0,5716556.0,6394166.0
C05938,33728.3164,41040.1094,128918.2422,,213766.0,,94785.2969,104377.0,134642.6875,278785.2188,66471.7266,191176.2813,295193.6875,73654.1719,,,,205798.6406,67416.1484,138672.5,145925.7813,97276.6172,92322.7188,292277.6875,,,,,112559.4219,,,66372.4453,43218.0,91090.8828,32069.5371,,469031.9688,,,,410249.1875,53133.8984,59868.9102,,,204341.6719,,147360.0625,114797.7344,77820.1094,112191.9766,,,,,,,134603.75,73707.5859,,,181115.9063,42784.4492,,104377.0,,116483.2813,53150.2773,,,,,111477.3828,,66105.1719,,,,163749.7656,,,,39582.1992,,88844.0156,,,,,,,,,59590.7344,,
C00642,164177.0156,245037.8594,75754.3984,124366.0938,267363.8438,159367.2813,373465.4375,208168.625,324190.4375,381037.9688,90998.625,645442.875,123089.2891,144164.625,407955.5313,,125580.9531,141166.3906,343949.8125,250939.375,,245537.8438,304513.6875,394508.5313,303050.7188,468824.25,238282.625,1154789.25,385730.8125,1249574.75,,437747.0938,143954.8438,511503.8125,444328.1875,5758834.5,564843.375,288859.8438,331478.0313,,282400.25,248988.1719,59402.0,127587.1484,,244550.5625,944729.875,90823.875,,92778.3828,159761.4063,325873.4688,152560.7188,41531.0586,,401334.6563,,125981.8125,172375.6875,,74500.4297,,150180.3594,190412.5156,209752.9844,138486.8438,,86733.4453,87690.125,103211.2031,386623.0,,,99942.4453,420432.9063,,210842.3594,106601.0,693596.4375,68350.9766,327052.4063,369464.8438,82850.3594,239372.0,,208841.6094,123900.3906,195299.4688,100388.3516,240600.4219,208524.5781,151639.2813,162619.5313,522150.5625,369306.6875,
C01179,,97414.1797,92114.5938,90513.0469,118459.8438,104924.0,93020.6406,74154.2813,110971.0078,96633.1484,69736.3359,141716.6406,49669.6953,142850.7969,126490.7344,45585.9961,,74879.4063,78114.5547,83149.9766,79763.0859,,181169.5,76901.8359,58545.8555,99585.5,239412.3281,,222655.4219,,244241.9219,148109.9844,136544.8906,83348.9688,110972.875,,128267.7578,119452.8125,99585.5,93964.3359,101039.6875,204352.3438,,,148928.4844,83953.6016,109280.0156,121440.0469,109883.3438,,58531.9258,86549.5781,83465.2188,68636.1641,101810.7109,69089.1875,80015.6563,118450.8594,95966.2969,95489.6406,,58159.9297,87268.8984,,92906.9141,94670.8438,116983.3281,104866.1406,213795.3281,93393.1953,45294.5,120630.3516,134531.1563,,95750.6641,116753.5156,79300.1953,165273.0156,122767.5703,73498.6875,166329.75,165528.4688,,162391.5156,,92418.4453,86014.0391,118253.1641,107285.9453,96332.1406,,97809.5078,,126944.0547,197439.9219,101361.4922
C02835,1415919.875,1165545.125,788357.0625,903941.3125,1278337.125,1785758.5,943087.5,1772000.625,1382540.125,1360646.0,988048.625,1747408.125,1307711.25,936587.8125,1182102.0,1071134.375,1542883.75,1100630.5,1350910.0,1558941.75,1012227.25,938011.3125,1229721.625,2361821.0,1088504.625,1412562.875,1218743.25,793367.375,1407870.875,1197628.5,,815468.1875,1260245.5,938299.875,656818.875,1126507.625,904910.125,1210534.875,1271412.75,1031462.625,1256983.5,1423079.5,980854.3125,897444.75,1148370.25,1448491.375,1211779.625,618266.0,1211289.125,1097011.5,1098821.0,1207701.75,1155054.75,814097.375,875576.3125,455220.1875,556888.4375,685261.125,1148537.75,775119.625,1843904.875,1330227.125,973407.75,954665.625,1264455.5,809885.5625,549844.5,1284504.25,772487.4375,1012940.5,1453330.625,702838.5625,1420880.75,1200159.875,1137726.875,692878.125,697611.25,779615.8125,3803515.75,762067.8125,1689410.25,763840.125,1220547.25,1290619.25,1140560.75,614515.5625,713895.6875,946029.4375,821906.875,1144016.875,956181.4375,1027748.438,397571.5,1068512.375,803124.0625,788693.125
C00233,18327776.0,25842720.0,21450022.0,18027302.0,15570614.0,9259623.0,18118156.0,15001377.0,16180736.0,15536609.0,21106944.0,16714316.0,16375788.0,20741570.0,26514054.0,7607641.5,15519227.0,17682226.0,12063170.0,19558930.0,80681432.0,33919680.0,17879384.0,32136482.0,20437614.0,19059702.0,5952202.0,3605827.75,18313286.0,23849672.0,7091424.0,31500154.0,30530596.0,20019392.0,17506636.0,4706873.0,26909854.0,26403790.0,26560118.0,17243012.0,7040487.0,29219006.0,25724714.0,163067840.0,56875960.0,16093233.0,28693038.0,9548524.0,19164670.0,21100510.0,8264502.5,7021106.0,16041846.0,5645062.0,16226257.0,20982052.0,11732356.0,16477189.0,13794032.0,8748001.0,5492620.0,5409402.0,6868255.0,1461405.75,3309374.5,8721762.0,22741898.0,12464631.0,24170380.0,12151407.0,2910569.0,1823929.125,3590247.5,7465510.5,12254211.0,6716576.5,11460407.0,5740390.5,500001.3125,5453580.5,23261714.0,23766806.0,11052744.0,16075851.0,23041280.0,4574372.5,12418301.0,9210089.0,9612288.0,12885296.0,7897782.5,11177652.0,2320142.0,9087625.0,38511900.0,5093746.5
C00906,289678.2813,359200.625,333092.3125,557005.0,384382.5938,325032.4688,272218.0,411492.375,351233.7813,299189.625,381320.4375,351123.9375,253437.0156,300878.4063,300578.4688,459369.2188,324526.5,338889.1875,364690.7813,460805.375,344577.2188,371269.3125,349276.1563,252219.875,353893.875,503809.5,1057889.625,583895.8125,1163927.5,1041592.875,3712986.0,388504.3125,881152.0,521642.2188,568144.6875,666180.1875,1350730.0,622224.0625,579553.3125,221709.0625,362424.75,540660.375,373763.8125,457675.6563,953089.75,461018.0625,1829075.25,541895.875,613078.0625,495695.4688,342503.4688,298261.9375,359958.375,241230.25,306824.0625,403404.5938,270982.5938,340848.375,404692.6563,326350.7813,545103.625,409571.5313,339473.4688,495276.375,311029.125,315253.75,409453.2188,475361.4375,176606.6094,545486.8125,117195.9766,401677.0313,224554.1563,354468.1875,644286.3125,187287.6719,352681.0625,183979.5938,525908.8125,159514.5938,854370.625,281840.6563,390531.1875,219023.25,479697.0625,236007.2813,339001.375,259180.375,356734.2188,310998.1875,105123.7578,313611.625,97442.0547,424266.75,215231.7031,136283.7188
C00429,,231187.2813,179730.7344,,,,,275371.0313,189812.2813,,,,175283.7656,70951.2031,202669.1563,,,201202.5469,,,,305056.1563,123770.9844,,,281032.9375,440041.0938,,509101.8125,344797.9688,960462.8125,193549.625,191189.7969,281432.2813,,258210.1094,925243.3125,136432.0781,397676.2813,524019.4688,248645.0,298667.8438,,144754.2344,,275392.9375,604320.0,,289868.375,,227848.5313,,,152997.4375,282920.2188,288341.5,231407.625,216119.8438,267234.3125,,,271386.4688,109620.1797,,252015.4531,181865.4063,416154.3125,201871.375,185832.1719,306832.2813,,258508.6875,165802.25,238781.3281,280576.9375,163960.7656,212152.9531,,265882.4063,214948.6406,532870.25,,138374.5313,,287047.8438,174811.5156,232985.5156,150574.5313,377191.125,390838.5625,,143814.6875,,500642.6563,,202823.6719
C16366,707793.125,,,1643776.75,,277712.0,1720068.75,,282166.2813,,79260.5156,108378.5313,,1655044.625,802389.875,,,260157.7656,584928.125,328791.1563,2900003.25,,664160.5625,,178103.5313,177146.5781,,,,,,,211824.0625,376734.3125,5006470.0,,805755.4375,188626.625,,,,,84318.2344,52663.9531,,,,,671170.125,,,,,,,,,,,,,,277712.0,109698.2422,416713.6875,,903502.8125,,,83467.0234,,,,,,206937.7188,85266.3203,,372612.9063,,,,,,,99429.1641,229720.5781,171752.8438,126127.1406,,,,,277712.0,,
C04805,443254.5938,599237.875,834856.3125,503033.7188,1546549.875,229168.7031,823924.625,658843.3125,1363988.25,1672301.0,1100468.0,686319.5625,1623420.25,938539.0,788394.5625,515118.4063,919357.1875,1523951.0,679838.0,873447.25,1372469.75,1062754.875,696891.9375,346535.7188,364769.0625,1108046.25,975486.75,249648.7969,602439.5,582447.5,732468.0625,1122253.75,700832.6875,1096171.25,679838.0,551070.0,,775934.4375,1046743.75,496593.5313,618977.8125,694087.375,500540.375,,,493537.7188,,,528788.25,548417.1875,1005191.0,858564.5625,745126.1875,703302.8125,480261.75,544623.625,196638.0625,1193788.0,460276.3438,798881.1875,661709.5,582549.375,398531.4063,656198.1875,625471.0,909372.375,176844.3125,1240486.75,1740936.0,402026.9063,774562.1875,1130432.625,961249.8125,430557.2188,,581567.625,791281.0625,758665.1875,895838.4375,519772.1563,369418.5,490549.3438,675594.5,724766.125,,320210.625,416658.9063,,555027.625,866442.75,628573.9375,,362345.9063,,355619.25,590305.0625
C05635,139700.625,145781.0,52570.2969,76461.8438,,47062.8945,45328.0586,137604.6406,123100.9219,97242.1563,54407.3711,,66387.5391,99391.8594,85472.7031,,76810.6875,45776.8906,54152.6563,123882.1094,157169.7344,,74310.5156,56401.6445,71802.625,83671.2422,127734.7266,193832.0469,68442.2109,,,,105518.6953,55008.8516,143741.2344,,54013.6406,,110803.1875,65330.0,84798.0156,205874.875,43860.2188,60399.2148,67024.4766,90436.0391,41073.1289,,41439.2656,,78754.8281,,53409.1172,,43513.793,41581.9648,33421.4727,57417.8711,41400.8555,62675.7656,40073.7109,,,,82616.6641,,,,57031.5195,81612.9922,45981.6914,,65330.0,40269.3672,80357.1094,32908.8594,,62217.7852,303728.0938,,42466.3281,108543.5313,49960.5664,28266.666,60429.1133,31753.875,62586.7266,77303.2422,40166.6992,71407.5,30079.332000000002,39030.8711,,87270.2578,117787.2188,
C01211,971134.0,853332.375,1460910.125,1010950.5,2101648.0,979047.5,1538912.25,1501637.625,1807151.5,2156633.75,749039.75,960183.4375,1850273.625,1405431.375,1474602.625,1531281.0,1025583.625,3998504.5,1470806.875,1565257.375,1938135.375,1241597.0,982209.5,20905246.0,1011535.25,1182446.625,2656620.75,3127035.5,2393390.5,1940097.75,2341809.75,2304690.0,3753883.5,1121114.375,1187274.75,2536002.5,4528952.5,1098496.75,1566445.75,1995054.5,1741479.25,2300747.5,1136924.875,1932588.125,1817961.75,2496830.25,5941695.0,1247084.75,1180438.25,1883185.875,778623.75,1173564.375,865102.5,401751.75,954403.75,600973.9375,792782.25,2222547.75,2485303.25,808255.6875,1040957.188,1295869.5,878411.75,1011388.563,1168736.25,1010201.313,803636.0,1094099.875,1012614.875,774018.6875,1175572.75,624931.4375,1021335.875,1771433.75,3527537.0,796209.625,779988.9375,1081553.625,1657352.25,388315.0,1942528.75,534295.875,1021862.875,1735219.75,856977.625,877519.6875,758929.375,1094827.25,1259953.375,812159.4375,1472021.375,1019169.938,425987.6875,941794.6875,875586.875,849918.875
C01879,212751792.0,229097840.0,226834064.0,188298672.0,287379776.0,264021248.0,191038304.0,228577488.0,221585936.0,204605360.0,223520864.0,235894288.0,175296352.0,161691440.0,209723920.0,209934016.0,230664272.0,257181952.0,259358080.0,231215824.0,188984672.0,206457536.0,161947440.0,299003200.0,214184192.0,274291136.0,253800400.0,234384704.0,291522400.0,401154080.0,333061632.0,317171968.0,249565008.0,220785072.0,233258480.0,194339776.0,483111968.0,308872064.0,356518400.0,278603328.0,263455680.0,197389360.0,188915872.0,252795504.0,364381248.0,255330048.0,268257920.0,250518480.0,248335952.0,276293344.0,144504464.0,204143136.0,171583840.0,143255856.0,185033440.0,209885472.0,128348128.0,207472192.0,243774448.0,167991440.0,218800800.0,223163552.0,188113104.0,246933024.0,221625088.0,210163440.0,151166416.0,201601776.0,137935520.0,230498208.0,191051568.0,164823040.0,176825792.0,258344976.0,184754240.0,145753088.0,197389952.0,109493936.0,459787936.0,95646288.0,309927872.0,188447360.0,188545888.0,241329952.0,233393904.0,116848248.0,194273088.0,236536048.0,185593264.0,217504496.0,147185488.0,236222592.0,76355440.0,222081360.0,198463264.0,175655120.0
C02242,2716332.5,2636727.25,2108640.75,2586653.75,2622081.5,2757144.75,1857700.375,2290194.5,2403138.0,2750814.5,3928684.0,3289172.75,2414500.5,2103017.0,3057422.5,2074532.125,2153597.25,3372569.0,2531809.75,2768919.25,2665094.25,2693284.5,2269793.0,2297636.25,2153902.75,3702663.75,7022530.0,4044237.25,4465318.5,3591999.25,6233963.5,3364678.5,3923821.0,3080243.25,6546584.0,2899178.5,6533075.5,3477710.0,2861827.5,2534925.5,2773666.25,7226259.5,2960803.0,3111930.75,2602850.25,7758701.0,5310429.5,2433454.5,3191960.25,3155327.75,2055627.0,1892437.375,2889281.0,1626865.125,2201202.75,2708618.0,1409242.625,1772275.75,2405396.5,2174937.0,1914137.625,1998821.125,2546326.5,2134819.5,3439469.75,2061896.75,2712482.5,2237597.0,1922827.75,2202369.75,1720571.5,2004752.875,1501115.5,1847958.375,2609923.25,1967819.5,2914464.25,1883486.625,3650232.5,1167270.0,3269444.25,2310578.25,2265542.25,2028388.375,3134368.0,1345802.75,2371297.25,3535499.75,2380546.75,2648885.75,2690704.5,3239035.25,2496222.75,11003703.0,2715471.75,3621654.5
C16353,2059324.875,1982316.5,1957543.75,1690849.25,2407382.0,3588707.5,2015148.125,2563018.25,2553517.75,2702452.5,1817807.625,2733170.0,1285820.625,1841028.75,2496669.5,1962227.875,2600584.0,2968384.25,2595274.5,2832077.0,1843564.0,2961609.25,3736638.5,5322093.5,1691934.0,2433820.75,15296205.0,5566777.0,4979387.0,4555768.0,9305913.0,4021592.75,2147667.5,2268275.5,2589026.75,2395607.0,2507172.75,4263836.0,2542452.25,2501581.75,2970636.5,3221815.5,1531032.625,1211810.25,3450218.75,2766688.5,2961564.75,1752741.625,2966230.0,3817563.75,2200939.0,1616153.625,1857725.875,1383387.625,3341094.0,332597.2813,1408686.0,2550031.5,2791618.25,1761211.5,2340045.5,1881229.625,1660198.0,1418278.375,1765374.875,1503859.0,612079.8125,2127102.75,2963179.75,2505696.0,1771857.625,3080164.75,1795106.875,2073555.5,2059332.125,2490765.75,1441236.0,1814717.25,8100632.5,1567932.375,5039978.0,1193519.0,1677996.125,2420357.0,1659498.125,2640031.0,1266249.875,2477069.0,1903356.125,1944048.375,1385795.375,1327469.75,1241054.375,1949424.375,1288680.5,2481218.25
C05830,37578.6094,38366.9453,44672.6641,,,25592.4375,,,32254.959,,,44605.4453,28204.1758,72467.7891,60562.5547,22436.625,,37566.0547,48225.0078,47796.3711,,,52584.0,,25998.9785,72027.0391,,5268425.5,,98186.8359,52263.6484,41944.8477,116273.2031,88553.3594,61166.7461,180381.3125,34706.5508,85221.0703,22728.375,80425.6641,23114.8379,361943.7813,,,54573.3984,99818.5391,303559.1563,42839.2266,42741.1484,,29752.1836,,58404.3672,,60969.1094,,21148.0391,99741.3203,38055.2773,78592.4141,33628.8086,25850.5605,19756.4219,,,138636.7813,25571.873,,238796.5938,106945.5,,50876.7266,27712.3047,40907.9492,89853.3984,49214.5195,198114.3906,41576.25,254690.2344,52584.0,62613.3281,70936.6797,34262.3906,238979.9844,162306.8125,497685.9063,120290.1328,27887.3828,35119.1406,49594.457,27026.9746,156215.4531,126373.2969,2722989.75,102259.5859,95303.3516
C00003,232958.3281,128237.5078,100470.5,203229.5156,141840.4531,129970.4531,,154041.3438,74671.2656,103850.0078,130689.0391,184795.125,139036.7031,171829.3125,112703.7656,183952.9375,112584.7813,163787.3281,148552.5313,156805.5,118562.2578,192019.5,153173.0781,121620.0781,174802.7188,227573.3906,1169394.875,640943.5625,511933.9688,110050.6016,2129060.0,129552.7266,140980.1875,218769.9375,153728.375,626905.6875,147999.1875,252351.3438,,80575.4219,179968.3906,,105645.8438,,123661.1641,374138.5,858667.25,102090.6172,183410.1563,196999.3125,159569.6563,100386.3984,234786.3906,182947.1094,171614.75,142953.0156,79104.4766,31516.8848,253415.8281,124975.6641,,199896.0156,132929.9063,122327.5469,156805.5,182846.8438,,118793.8125,125095.2578,186056.3281,150283.9219,81722.6172,82650.7266,216866.0781,156955.0938,146031.5,291329.5625,128966.8047,352382.25,132951.0469,,167980.6875,149973.1719,170198.3281,239040.5625,,156116.5313,321565.25,172109.0469,186788.1563,137429.4531,225606.9531,175767.9844,423858.375,185675.1719,153012.0469
C00002,184563.0938,244783.8594,237119.7813,360974.1563,239847.5781,122740.7266,139137.6406,224542.4063,135117.4375,202529.875,200597.7656,73857.6797,133330.6406,346866.0,285876.25,102320.8125,144934.9844,148153.0156,97738.8438,258608.1094,218443.2031,212470.6094,179020.9063,149816.2969,274916.375,211755.4063,226458.9375,1384764.5,,,101409.6094,67220.5938,117327.9141,145463.2031,146688.4375,238952.125,210294.5938,61964.6602,99658.2891,117029.5234,230052.4844,167284.75,203316.8281,116142.2266,90394.7578,155886.8438,481654.5313,,180212.2656,75935.1797,162913.9531,170150.5,151018.5,89533.9609,182853.0313,68336.3125,,170573.8594,123390.3438,172844.4375,159423.7969,167242.5313,181794.1563,307063.5625,189164.2188,167456.5469,85333.4453,267133.0313,129516.8359,127754.5547,170150.5,93426.3516,64927.4805,151524.8594,117116.5859,157758.7031,186126.1719,131085.6875,506646.5938,94368.0547,684984.625,114897.3047,530848.5,281124.5313,283998.1563,131829.5313,139538.2969,208467.5469,228949.0,292704.5938,223680.5313,278019.5938,89049.6016,327410.9375,191588.6406,208088.5938
C00020,,27246.3516,,,52151.5,,30208.8867,39480.5352,,52151.5,83235.1797,33686.957,,47236.4063,101658.7891,,72306.1953,103805.0391,56027.25,73013.9297,67117.8281,,,58955.9492,53010.9688,,72492.0078,,55591.2422,,,,,59232.668,,,75975.3281,32030.959,91589.0391,46568.6172,38131.9063,25080.5527,51072.0742,,36461.1406,,,51292.0313,32022.2617,45042.5703,,,,,,1332513.75,,,,,,,,,,,2168689.25,,,,,,,,42719.7695,,,,,,,,,,,,,,,,,,,,33035.4922,
C00322,462467.625,374321.8438,463839.625,357250.5,479485.7813,753110.5625,639906.0625,830499.4375,608682.9375,563383.875,565126.8125,626700.5625,660914.125,540918.75,806533.25,771644.625,685459.1875,671367.3125,858417.0,608129.4375,675079.5,563108.0625,657287.5625,686126.1875,385569.5938,877293.875,730142.0625,3465206.75,373323.3125,1482812.625,1074620.25,509658.9063,652418.5625,609573.375,871997.875,659538.0625,1379037.875,1397488.0,483689.1563,745573.125,429052.1875,795732.25,649086.6875,579462.75,824256.125,766928.75,655098.5,1101779.25,554550.1875,319055.3125,453426.5313,503268.6563,296072.4688,350099.0625,610964.8125,641629.0,268370.125,789258.5,645140.1875,795639.3125,759240.875,367682.3438,479282.4375,450642.9688,649993.5625,855400.8125,416329.875,702648.5625,493111.7188,491677.5938,362658.9063,389899.6563,474174.125,352533.9375,401942.6875,869000.625,1147117.75,508002.5313,1591885.75,1088545.625,630993.9375,551775.625,589300.75,739926.0,644199.4375,650387.0625,443348.7188,594579.0,614555.75,711912.3125,1055706.25,403722.5938,534125.25,2403350.75,621813.25,650960.75
